"Guid","Comments","Description","IsEscalated","Origin","ParentId","Priority","Reason","Status","Subject","SuppliedCompany","SuppliedEmail","SuppliedName","SuppliedPhone","TestPickList__c","TestURLCase__c","Test_picklist__c","Type"
56a6af1c-c912-45fb-9767-1a60875d34fd,"#N/A","#N/A",false,Phone,"#N/A",High,Other,Closed,Electric surge damaging adjacent equipment,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
56af01c9-14f9-41a8-adad-0142b80fa284,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Mechanical maintenance guidelines for generator misleading,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
56caa3cb-3156-4281-b807-4442b75bfc92,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
56e8a89d-d87c-415e-904a-a753970ba3af,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Design,Closed,Motor design hindering performance,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
56f74b8d-d44e-4439-93ca-d385ef98beed,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
56f8afdd-013b-45f5-810a-fdbb35de8e55,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
571ad2c9-fb19-4b37-843f-9fb3bbdb4b19,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Delay in installation; spare parts unavailable,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
57899124-9c00-4a72-bbec-77568408218b,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Power generation below stated level,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
57ae70fe-2382-4d83-bff7-8593766c6b5d,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Repeated motor breakdown while shutting off,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
57c279eb-9ed6-455e-861c-6c5d93f912c2,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Power generation below stated level,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
58562e17-e0e9-4d7b-bb42-1e590302ee72,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Generator GC3060 platform structure is weakening,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
592d419b-7903-48a0-b8bb-f2e63993afb9,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Electrical circuit malfunctioning,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
59dfb7b4-7c7f-4fcb-a8a5-b3ea32d89de3,"#N/A","#N/A",false,Web,"#N/A",Low,Equipment Design,New,Design issue with mechanical rotor,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
5a0d3e81-c4e5-48d2-b684-37e618b20270,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Design,Closed,Motor design hindering performance,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
5a0fd241-72ef-4f6c-b11a-fa155f770275,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Starting up generator consumes excessive power,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
5a22c05a-04ce-4ad9-883b-d3abefe43402,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Mechanical maintenance guidelines for generator misleading,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
5a468bff-9cee-4c05-ab46-6ad9ca27bfe8,"#N/A","#N/A",false,Web,"#N/A",Low,Equipment Design,New,Design issue with mechanical rotor,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
5aab3a6d-7b9a-4bb4-9b4c-14a5da3f636c,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Delay in installation; spare parts unavailable,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
5aacf940-978f-49fa-8d5d-e87759c88448,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Complexity,Closed,Shutting down of generator,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
5ac3d9c5-eb71-439c-a629-055c61c3bdb4,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Complexity,Closed,Cannot start generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
5b95518d-2993-47ab-b31b-51add463f466,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,New,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
5bb65682-f703-46a1-a6fa-ac66ad5e18e1,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Generator GC3060 platform structure is weakening,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
5cd608d4-30f6-4492-9ad0-618cd6252ccd,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Complexity,Closed,Cannot start generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
5d5ae0de-6c23-4839-b079-acbf89f6168e,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Starting up generator consumes excessive power,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
5dbc4bdb-f6db-47ea-8497-5d3e327192b0,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
5dca0aca-0558-4b6b-8059-7f4787381aef,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Starting up generator consumes excessive power,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
5dcb4373-c0a0-4d95-aefb-bf7bf9c28495,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Generator GC3060 platform structure is weakening,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
5e0b926c-2fc2-4272-8b5d-9df02d8224ba,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Complexity,Closed,Cannot start generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
5e6a69d8-a26c-460e-9dcb-66c4fb20c464,"#N/A","#N/A",false,Phone,"#N/A",High,Equipment Complexity,Closed,Starting generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
5edc3886-aa95-4621-b741-3f02337f7f36,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,New,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
5f2ae942-65e3-4869-b806-2c55938962da,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Mechanical maintenance guidelines for generator misleading,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
5f7b26bc-e4d4-4c3d-8911-71625b589d19,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
5fe81587-0ebe-4d80-bc06-8c0c0720b65d,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
600d2648-8698-4bc8-bea9-0664fc156fb8,"#N/A","#N/A",false,Web,"#N/A",High,Equipment Design,Closed,Structural failure of generator base,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
60ae1dbc-7777-46f5-b7c5-66526a44672a,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
61653ed6-ced5-4fc3-a48e-7129781d6859,"#N/A","#N/A",false,Web,"#N/A",Low,Installation,New,Seeking guidance on electrical wiring installation for GC5060,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
616f2d40-7aab-4d7b-b9ff-7e6853e02af8,"#N/A","#N/A",false,Web,"#N/A",Low,Installation,New,Seeking guidance on electrical wiring installation for GC5060,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
61b399ba-a171-405d-80da-d1347d372818,"#N/A","#N/A",false,Web,"#N/A",Low,Installation,New,Seeking guidance on electrical wiring installation for GC5060,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
61de5fe1-2761-480f-bf9c-5c5d7e00b376,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Complexity,Closed,Cannot start generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
636a9ed6-cf8a-422e-8c44-a8b383c19959,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
63964c69-32d8-45f6-9a67-038a364545db,"#N/A","#N/A",false,Phone,"#N/A",High,Other,Closed,Electric surge damaging adjacent equipment,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
648cf0df-a409-4fc6-beb7-324e833b897c,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Frequent mechanical breakdown,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
64ab6603-ea04-4661-8bdf-2dadc1422e1c,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,New,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
64daf0cf-e730-46ff-bde5-9645264d6490,"#N/A","#N/A",false,Web,"#N/A",Low,Equipment Design,New,Design issue with mechanical rotor,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
65135170-0ac0-4a3a-b9a6-d76f3b4aa224,"#N/A","#N/A",false,Phone,"#N/A",High,Equipment Complexity,Closed,Starting generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
6550a7ce-b0aa-4f37-b005-9bbadd16f009,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Electrical circuit malfunctioning,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
66630794-eff2-4e2a-8b27-1524beb54e46,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Frequent mechanical breakdown,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
66d9cd26-43ac-4fba-8909-ef543ad4c1be,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Power generation below stated level,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
66edf399-a280-4470-9770-acfe7eafa313,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
67232c65-cba9-4440-b39c-bbfdf3e0bacc,"#N/A","#N/A",false,Web,"#N/A",Low,Installation,Closed,Easy installation process,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
6751170d-0845-4e0c-bba1-bd8517473c30,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Delay in installation; spare parts unavailable,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
686e65e4-3f72-441b-8e6f-41e09d04509a,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Electronic panel fitting loose,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electronic
68f1fbbf-c0f0-4db0-a800-fc7e99722a0f,"#N/A","#N/A",false,Web,"#N/A",Low,Installation,Closed,Easy installation process,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
69196e0e-0777-4a0a-944a-cd6949f6316b,"#N/A","#N/A",false,Phone,"#N/A",High,Equipment Complexity,Closed,Starting generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
697f22b6-2c4d-4f02-9053-5a7f363155fa,"#N/A","#N/A",false,Phone,"#N/A",High,Other,Closed,Electric surge damaging adjacent equipment,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
6a6b8177-9b1f-433a-8952-1467ad85cc3b,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
6aa66fe8-e635-433c-b5af-8980b1e31133,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Electrical circuit malfunctioning,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
6ac21eb9-765c-489f-8a43-f411da45c954,"#N/A","#N/A",false,Web,"#N/A",Low,Equipment Design,New,Design issue with mechanical rotor,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
6addf083-b3c2-476d-a837-57c413d1acca,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Generator GC3060 platform structure is weakening,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
6aebb892-6143-406c-b816-f0d902e41a2c,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Repeated motor breakdown while shutting off,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
6bc871a5-2a62-48c8-b580-4f12c06381d7,"#N/A","#N/A",false,Phone,"#N/A",Low,Feedback,Closed,Generator assembly instructions unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
6bd20c61-662e-41c8-8e77-e0cd6b6ff474,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Frequent mechanical breakdown,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
6beb6c28-eb08-4a0e-8c7a-714e5dfaffbf,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Electronic panel fitting loose,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electronic
6cb10ac3-52b9-4f66-8479-8573c29a80f2,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
6cf3f905-2418-4c75-b346-0b14902486c9,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Delay in installation; spare parts unavailable,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
6d1857ca-8788-483c-b31c-36dc6993a34e,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Repeated motor breakdown while shutting off,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
6d67593f-fb72-4784-96a5-56bd9b238c05,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Frequent mechanical breakdown,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
6d687364-c681-4623-9d8b-cac9a23dc2f0,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Mechanical maintenance guidelines for generator misleading,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
6d8450de-187c-41a7-b953-f82ea0fb41d0,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
6d897961-2daf-4c57-8fa3-280f6da862d8,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
6da9ba1b-c0af-4ed3-9939-9d5f30b8be45,"#N/A","#N/A",false,Phone,"#N/A",High,Equipment Complexity,Closed,Starting generator after electrical failure,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
6ec7fa0f-f341-4919-9b8a-0e09dad03633,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Power generation below stated level,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
6ed112e1-26b8-4d50-8531-94e89ebbff56,"#N/A","#N/A",false,Phone,"#N/A",High,Performance,Closed,Performance inadequate for second consecutive week,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
6f5e6cd8-4a25-4290-9032-7ed47ee7f4a9,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Repeated motor breakdown while shutting off,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
6f9981f9-da50-4f9d-bdc4-c5a69c8e17bf,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
6ffaf071-a420-4d1a-976d-711412419a48,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Repeated motor breakdown while shutting off,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
7051f2db-82c2-4fa4-a57f-4d4828ac1270,"#N/A","#N/A",false,Web,"#N/A",Low,Installation,New,Seeking guidance on electrical wiring installation for GC5060,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
70abd2be-976d-4a7f-baa8-c6d9794de997,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Power generation below stated level,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
711d65c4-0d8c-4977-a24c-2e8a1c199dee,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Generator GC3060 platform structure is weakening,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
7261e3e8-90cd-4f50-b46e-1ec88c96d390,"#N/A","#N/A",false,Phone,"#N/A",High,Performance,Closed,Performance inadequate for second consecutive week,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
728e6f79-c4ed-406a-b7d8-fb3a83ac35fb,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
72b4e52a-3d73-4431-a107-6634c9ab27a5,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Design,Closed,Motor design hindering performance,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
7314c453-9647-481d-aac2-c2a65342b765,"#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Generator GC3060 platform structure is weakening,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
731a4750-04d6-42d6-a170-eb4074a59902,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
737ed24d-5615-4376-8dc3-363d28f4f296,"#N/A","#N/A",false,Phone,"#N/A",Medium,Breakdown,Closed,Structural breakdown of rotor assembly,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
739e23a7-7fe0-4ac2-8558-a8e6e35c1215,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Frequent mechanical breakdown,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
748cdcdd-0dd3-4232-99a7-e393720af8b2,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
74e31d06-28bd-4af2-be3d-4baaca0a1a8d,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
74fb660b-88f6-4f09-8df5-bf9273c030f2,"#N/A","#N/A",false,Phone,"#N/A",High,Performance,Closed,Performance inadequate for second consecutive week,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
7539e778-628f-4d18-b103-b2c12c29c512,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Mechanical maintenance guidelines for generator misleading,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
759817b2-3e28-46bd-92f9-270898f4b287,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,New,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
75d4f9e8-8f52-4ba8-9bde-acd00b149890,"#N/A","#N/A",false,Web,"#N/A",Low,Equipment Design,New,Design issue with mechanical rotor,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
75e181b6-1bdc-4eef-a9e4-e4061140c68b,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Starting up generator consumes excessive power,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
75e9017b-8de9-4bd4-ab6f-2fbbf7cd237c,"#N/A","#N/A",false,Phone,"#N/A",High,Other,Closed,Electric surge damaging adjacent equipment,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
7630ee8e-f68e-467d-8c6a-d43a62c0aab1,"#N/A","#N/A",false,Phone,"#N/A",High,Performance,Closed,Performance inadequate for second consecutive week,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
76556570-ef3f-4002-a5e7-c39f6dbab100,"#N/A","#N/A",false,Web,"#N/A",Low,Installation,Closed,Easy installation process,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
76baea55-2e5c-435c-b94c-869133a936c1,"#N/A","#N/A",false,Phone,"#N/A",Low,Feedback,Closed,Generator assembly instructions unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
76d10108-f1aa-45d1-b56c-aa09a5cfe729,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
76dc4d5a-8852-4c27-87e0-4a17f92c85c6,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Power generation below stated level,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
76ecc72f-9278-499d-94a2-801bd11b29de,"#N/A","#N/A",false,Web,"#N/A",Medium,Performance,Closed,Signal panel on GC5060 blinks intermittently,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electronic
770cf339-d897-4c8c-89a4-0168e500a194,"#N/A","#N/A",false,Phone,"#N/A",Medium,Breakdown,Closed,Structural breakdown of rotor assembly,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Structural
7742429e-da11-4d7e-8411-04657aaeea10,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Mechanical maintenance guidelines for generator misleading,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
7774057c-881e-41f7-9814-c08390b46892,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Design,Closed,Motor design hindering performance,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
7790c98a-375e-4ea2-bdfa-0dad011a94a6,"#N/A","#N/A",false,Web,"#N/A",Low,Equipment Design,New,Design issue with mechanical rotor,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
78336acc-f526-43fe-8c47-13dc7f14d1ea,"#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Mechanical maintenance guidelines for generator misleading,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
78679798-0306-4ede-9b85-8fdd559f9887,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Complexity,Closed,Shutting down of generator,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
78b8593a-5622-46da-a227-0bb4b546fd54,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,New,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
7922a5b7-244f-4112-9b05-cbf5574a470c,"#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Electrical circuit malfunctioning,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
797f5e42-b1f6-489f-8822-3d0ebb0280d9,"#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Frequent mechanical breakdown,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mechanical
79abcc12-7749-4b21-b407-a7fc54ff042b,"#N/A","#N/A",false,Phone,"#N/A",Low,Feedback,Closed,Generator assembly instructions unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
79ca1e58-7aa1-4073-9e31-31b56651bebb,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Starting up generator consumes excessive power,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
7a78a822-82b5-45da-893b-5631e292cf65,"#N/A","#N/A",false,Phone,"#N/A",Low,Feedback,Closed,Generator assembly instructions unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
7b205f63-3a35-4bba-a7e5-0d17704c02b8,"#N/A","#N/A",false,Web,"#N/A",Low,Installation,New,Seeking guidance on electrical wiring installation for GC5060,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
7b3a74b5-3cf7-4d1b-b331-36728c500422,"#N/A","#N/A",false,Phone,"#N/A",High,Performance,Closed,Performance inadequate for second consecutive week,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
7b44e79d-4466-4259-b82d-d07cda7340f8,"#N/A","#N/A",false,Web,"#N/A",Low,Feedback,New,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
7ba07e7e-1ab6-4cba-aec6-6df3cd66fe54,"#N/A","#N/A",false,Phone,"#N/A",High,Other,Closed,Electric surge damaging adjacent equipment,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
7bbcbc7c-85b3-4e05-bf01-874535d11d34,"#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Starting up generator consumes excessive power,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
7c515f57-05cf-42a6-a944-788a976d3d34,"#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Design,Closed,Motor design hindering performance,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Electrical
7caf3a51-db64-4e1d-8497-a5177251a84d,"#N/A","#N/A",false,Phone,"#N/A",Low,Feedback,Closed,Generator assembly instructions unclear,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Other
